property_id,city,area,property_type,purpose,bedrooms,bathrooms,size_sqft,area_sqft_normalized,price_pkr,price_formatted,developer,has_installment_plan,description,source_url,amenities,qa_flags
KAR-0210,Karachi,Clifton - Block 2,Flat,Sale,3,3,1998,1998.0,57500000,5.75 crore,Private / Unknown,False,"Apartment Available For Sale Clifton Block 2 Near Best homes project in Clifton - Block 2, Clifton · 3 bed · 3 bath · 222 Sq. Yd.",https://www.zameen.com/Property/clifton_clifton_-_block_2_apartment_available_for_sale_clifton_block_2_near_best_homes_project-54727745-1664-1.html,,
KAR-0211,Karachi,Bukhari Commercial Area,Commercial,Sale,3,3,1602,1602.0,45000000,4.50 crore,DHA,False,"3 Bedrooms Apartment For Sale With Lift Parking and Backup Generator Servant Quarter 600yards Project in Bukhari Commercial Area, DHA Phase 6 · 3 bed · 3 bath · 178 Sq. Yd.",https://www.zameen.com/Property/dha_phase_6_bukhari_commercial_area_3_bedrooms_apartment_for_sale_with_lift_parking_and_backup_generator_servant_quarter_600yards_project-52733658-6674-1.html,lift|servant_quarter,
KAR-0212,Karachi,DHA Phase 6,House,Sale,6,6,5400,5400.0,320000000,32.00 crore,DHA,False,"Investors Should sale This Prime Location House Located Ideally In DHA Defence in DHA Phase 6, DHA Defence · 6 bed · 6 bath · 600 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_6_investors_should_sale_this_prime_location_house_located_ideally_in_dha_defence-54557777-1483-1.html,,
KAR-0213,Karachi,DHA Phase 7 Extension,House,Sale,3,3,1080,1080.0,55000000,5.50 crore,DHA,False,"100 YARDS BUNGALOW FOR SALE in DHA Phase 7 Extension, DHA Defence · 3 bed · 3 bath · 120 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_100_yards_bungalow_for_sale-54573053-1674-1.html,,
KAR-0214,Karachi,DHA Phase 7,House,Sale,5,5,4500,4500.0,103000000,10.30 crore,DHA,False,"REAR BUNGALOW FOR SALE DHA PHASE 7 in DHA Phase 7, DHA Defence · 5 bed · 5 bath · 500 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_7_rear_bungalow_for_sale_dha_phase_7-54726190-1484-1.html,,
KAR-0215,Karachi,DHA Phase 8,House,Sale,5,6,4500,4500.0,220000000,22.00 crore,DHA,False,"BRAND NEW BUNGALOW FOR SALE in DHA Phase 8, DHA Defence · 5 bed · 6 bath · 500 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_8_brand_new_bungalow_for_sale-54721086-1485-1.html,brand_new,
KAR-0216,Karachi,Badar Commercial Area,Commercial,Sale,3,3,1800,1800.0,18500000,1.85 crore,DHA,False,"Prime Location 1800 Square Feet Flat Is Available In Affordable Price In Badar Commercial Area in Badar Commercial Area, DHA Phase 5 · 3 bed · 3 bath · 200 Sq. Yd.",https://www.zameen.com/Property/dha_phase_5_badar_commercial_area_prime_location_1800_square_feet_flat_is_available_in_affordable_price_in_badar_commercial_area-54102888-8484-1.html,,
KAR-0217,Karachi,Gulshan-e-Maymar - Sector U,House,Sale,6,7,2160,2160.0,42500000,4.25 crore,Private / Unknown,False,"240 sqr yard ground plus one house available for sale in Gulshan-e-Maymar - Sector U, Gulshan-e-Maymar · 6 bed · 7 bath · 240 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_maymar_gulshan-e-maymar_-_sector_u_240_sqr_yard_ground_plus_one_house_available_for_sale-54784029-6757-1.html,,
KAR-0218,Karachi,Airport Road,Flat,Sale,2,3,1350,1350.0,21900000,2.19 crore,Private / Unknown,False,"Saima Greens Luxury Apartment Your Dream Home Awaits in Airport Road, Karachi · 2 bed · 3 bath · 150 Sq. Yd.",https://www.zameen.com/Property/karachi_airport_road_saima_greens_luxury_apartment_your_dream_home_awaits-52582309-16274-1.html,,
KAR-0219,Karachi,Callachi Cooperative Housing Society,Flat,Sale,2,3,1197,1197.0,18000000,1.80 crore,Private / Unknown,False,"Shayan Iconic Residency Flat For Sale 2/3 BED DD, Located At Callachi Society Gulshan e Iqbal Block 10A Karachi in Callachi Cooperative Housing Society, Gulshan-e-Iqbal - Block 10-A · 2 bed · 3 bath · 133 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_iqbal_block_10_a_callachi_cooperative_housing_society_shayan_iconic_residency_flat_for_sale_2_3_bed_dd_located_at_callachi_society_gulshan_e_iqbal_block_10a_karachi-54507799-12954-1.html,,
KAR-0220,Karachi,DHA Phase 8,Other,Sale,6,6,4500,4500.0,260000000,26.00 crore,DHA,False,"Bangalow For Sale DHA Phase 8 Main Shujjat in DHA Phase 8, DHA Defence · 6 bed · 6 bath · 500 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_8_bangalow_for_sale_dha_phase_8_main_shujjat-54487210-1485-1.html,,
KAR-0221,Karachi,DHA Phase 4,House,Sale,5,6,2700,2700.0,145000000,14.50 crore,DHA,False,"A Beautifully Renovated Family Home In Prime DHA Phase 4 in DHA Phase 4, DHA Defence · 5 bed · 6 bath · 300 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_4_a_beautifully_renovated_family_home_in_prime_dha_phase_4-54734114-1481-1.html,,
KAR-0222,Karachi,DHA Phase 8,House,Sale,5,6,4500,4500.0,265000000,26.50 crore,DHA,False,"Bungalow For Sale 500 Square Yards In DHA Phase 8 in DHA Phase 8, DHA Defence · 5 bed · 6 bath · 500 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_8_bungalow_for_sale_500_square_yards_in_dha_phase_8-54686530-1485-1.html,,
KAR-0223,Karachi,Navy Housing Scheme Karsaz - Phase 3,House,Sale,5,7,3150,3150.0,270000000,27.00 crore,Private / Unknown,False,"350 Square Yard Bungalows Available For Sale in Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz · 5 bed · 7 bath · 350 Sq. Yd.",https://www.zameen.com/Property/navy_housing_scheme_karsaz_navy_housing_scheme_karsaz_-_phase_3_350_square_yard_bungalows_available_for_sale-54725261-11582-1.html,,
KAR-0224,Karachi,Navy Housing Scheme Karsaz,Flat,Sale,5,6,3501,3501.0,187500000,18.75 crore,Private / Unknown,False,"Fully Furnished Golf Facing Apartment For Sale NHS Karsaz Phase IV, Karachi in Navy Housing Scheme Karsaz, Karachi · 5 bed · 6 bath · 389 Sq. Yd.",https://www.zameen.com/Property/karachi_navy_housing_scheme_karsaz_fully_furnished_golf_facing_apartment_for_sale_nhs_karsaz_phase_iv_karachi-53956334-11579-1.html,furnished,
KAR-0225,Karachi,PECHS,House,Sale,4,4,1440,1440.0,90000000,9.00 crore,Private / Unknown,False,"Town #House For Sale #PECHS Size : 160 SQ YARD Brand New 1 With Basement 5 Bedroom With Attached Bath Parking Space Available in PECHS, Jamshed Town · 4 bed · 4 bath · 160 Sq. Yd.",https://www.zameen.com/Property/jamshed_town_pechs_town_house_for_sale_pechs_size_160_sq_yard_brand_new_1_with_basement_5_bedroom_with_attached_bath_parking_space_available-52899383-403-1.html,basement|brand_new,
KAR-0226,Karachi,Gulshan-e-Iqbal - Block 11,House,Sale,5,6,2358,2358.0,80000000,8.00 crore,Private / Unknown,False,"Boundary Wall Society, Secured, 262sq. Yds, Maintained G+1 House For Sale in Gulshan-e-Iqbal - Block 11, Gulshan-e-Iqbal · 5 bed · 6 bath · 262 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_iqbal_gulshan-e-iqbal_-_block_11_boundary_wall_society_secured_262sq_yds_maintained_g_1_house_for_sale-54161665-6872-1.html,,
KAR-0227,Karachi,Government Teacher Society - Sector 19-A,Flat,Sale,2,2,1080,1080.0,12500000,1.25 crore,Private / Unknown,True,"2 BED DD FLAT FOR SALE ON INSTALLMENT PLAN 12 MONTHS GOVERNMENT TEACHER SOCIETY SECTOR 19A in Government Teacher Society - Sector 19-A, Scheme 33 - Sector 19-A · 2 bed · 2 bath · 120 Sq. Yd.",https://www.zameen.com/Property/scheme_33_sector_19_a_government_teacher_society_-_sector_19-a_2_bed_dd_flat_for_sale_on_installment_plan_12_months_government_teacher_society_sector_19a-54567000-9191-1.html,,
KAR-0228,Karachi,Gulshan-e-Iqbal - Block 13/D-1,House,Sale,6,6,5400,5400.0,142500000,14.25 crore,Private / Unknown,False,"600 Sqyard House in Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal · 6 bed · 6 bath · 600 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_iqbal_gulshan-e-iqbal_-_block_13_d-1_600_sqyard_house-54782995-6875-1.html,,
KAR-0229,Karachi,Khalid Bin Walid Road,Flat,Sale,3,4,2196,2196.0,80000000,8.00 crore,Private / Unknown,False,"Apartment For Sell Leased Prime Location in Khalid Bin Walid Road, Karachi · 3 bed · 4 bath · 244 Sq. Yd.",https://www.zameen.com/Property/karachi_khalid_bin_walid_road_apartment_for_sell_leased_prime_location-54008722-253-1.html,,
KAR-0230,Karachi,DHA Phase 8,House,Sale,4,5,5994,5994.0,295000000,29.50 crore,DHA,False,"Fully Renovated 666 Sq. Yards House For Sale DHA Phase 8, Khayaban-e-Qasim, Zone A, Karachi in DHA Phase 8, DHA Defence · 4 bed · 5 bath · 666 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_8_fully_renovated_666_sq_yards_house_for_sale_dha_phase_8_khayaban-e-qasim_zone_a_karachi-54783861-1485-1.html,,
KAR-0231,Karachi,Emaar Crescent Bay,Flat,Sale,3,5,2187,2187.0,109500000,10.95 crore,DHA,False,"EMAAR PEARL TOWER 1 | 3 BED | FULL SEA FACING | SUNSET VIEW FLAT FOR SALE in Emaar Crescent Bay, DHA Phase 8 · 3 bed · 5 bath · 243 Sq. Yd.",https://www.zameen.com/Property/dha_phase_8_emaar_crescent_bay_emaar_pearl_tower_1_3_bed_full_sea_facing_sunset_view_flat_for_sale-54730571-8503-1.html,sea_facing,
KAR-0232,Karachi,Clifton - Block 9,Flat,Sale,3,4,2097,2097.0,80000000,8.00 crore,Private / Unknown,False,"Brand New Spacious 3Bedrooms Apartment For Sale With All Modern Amenities in Clifton - Block 9, Clifton · 3 bed · 4 bath · 233 Sq. Yd.",https://www.zameen.com/Property/clifton_clifton_-_block_9_brand_new_spacious_3bedrooms_apartment_for_sale_with_all_modern_amenities-53552764-1671-1.html,brand_new,
KAR-0233,Karachi,PECHS Block 6,Portion,Sale,3,4,1440,1440.0,26500000,2.65 crore,Private / Unknown,False,"Upper Portion For Sale Pechs Block 6 in PECHS Block 6, PECHS · 3 bed · 4 bath · 160 Sq. Yd.",https://www.zameen.com/Property/pechs_pechs_block_6_upper_portion_for_sale_pechs_block_6-52211010-6935-1.html,,
KAR-0234,Karachi,DHA Phase 5,House,Sale,6,6,4500,4500.0,245000000,24.50 crore,DHA,False,"Prime Location 500 Square Yards House Situated In DHA Phase 5 For sale in DHA Phase 5, DHA Defence · 6 bed · 6 bath · 500 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_5_prime_location_500_square_yards_house_situated_in_dha_phase_5_for_sale-54761404-1482-1.html,,
KAR-0235,Karachi,Federal B Area - Block 9,Flat,Sale,2,2,747,747.0,8000000,80.00 lac,Private / Unknown,False,"New Flat In Madina City Federal B Area Block 9 in Federal B Area - Block 9, Federal B Area · 2 bed · 2 bath · 83 Sq. Yd.",https://www.zameen.com/Property/federal_b_area_federal_b_area_-_block_9_new_flat_in_madina_city_federal_b_area_block_9-54551972-6693-1.html,,
KAR-0236,Karachi,Gulistan-e-Jauhar - Block 16,Flat,Sale,2,2,1197,1197.0,13000000,1.30 crore,Private / Unknown,False,"Prime Location Of Block-16 Corner West Open Loan Applicable Flat For Sale in Gulistan-e-Jauhar - Block 16, Gulistan-e-Jauhar · 2 bed · 2 bath · 133 Sq. Yd.",https://www.zameen.com/Property/gulistan_e_jauhar_gulistan-e-jauhar_-_block_16_prime_location_of_block-16_corner_west_open_loan_applicable_flat_for_sale-54666084-6840-1.html,corner,
KAR-0237,Karachi,Gulshan-e-Maymar - Sector U,House,Sale,6,7,2160,2160.0,40000000,4.00 crore,Private / Unknown,False,"240 sqr yard brand new house available for sale in Gulshan-e-Maymar - Sector U, Gulshan-e-Maymar · 6 bed · 7 bath · 240 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_maymar_gulshan-e-maymar_-_sector_u_240_sqr_yard_brand_new_house_available_for_sale-54784006-6757-1.html,brand_new,
KAR-0238,Karachi,Clifton - Block 7,Flat,Sale,9,7,5499,5499.0,105000000,10.50 crore,Private / Unknown,False,"Clifton block 7, 5500 Sq. Feets Luxury Apartment for Sale in Clifton - Block 7, Clifton · 9 bed · 7 bath · 611 Sq. Yd.",https://www.zameen.com/Property/clifton_clifton_-_block_7_clifton_block_7_5500_sq_feets_luxury_apartment_for_sale-54784002-1669-1.html,,
KAR-0239,Karachi,DHA Phase 8,House,Sale,6,6,4500,4500.0,340000000,34.00 crore,DHA,False,"500 Yard Architecture Bungalow For Sale In DHA Phase Viii in DHA Phase 8, DHA Defence · 6 bed · 6 bath · 500 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_8_500_yard_architecture_bungalow_for_sale_in_dha_phase_viii-54783832-1485-1.html,,
KAR-0240,Karachi,Gulshan-e-Iqbal - Block 3,House,Sale,5,6,666,666.0,36500000,3.65 crore,Private / Unknown,False,"House for Sale - Block 3, Gulshan-e-Iqbal Karachi | 5 Bedrooms in Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal · 5 bed · 6 bath · 74 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_iqbal_gulshan-e-iqbal_-_block_3_house_for_sale_-_block_3_gulshan-e-iqbal_karachi_5_bedrooms-54783992-6863-1.html,,
KAR-0241,Karachi,Askari 6,House,Sale,5,6,2700,2700.0,80000000,8.00 crore,Private / Unknown,False,"Prime Brigadier House 300 Sq. Yds | Askari-6 For Sale in Askari 6, Malir Cantonment · 5 bed · 6 bath · 300 Sq. Yd.",https://www.zameen.com/Property/malir_cantonment_askari_6_prime_brigadier_house_300_sq_yds_askari-6_for_sale-54783955-21109-1.html,,
KAR-0242,Karachi,Sharfabad,Portion,Sale,4,4,2196,2196.0,45000000,4.50 crore,Private / Unknown,False,"4 Bed DD Portion for Sale at Sharfabad in Sharfabad, Gulshan-e-Iqbal Town · 4 bed · 4 bath · 244 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_iqbal_town_sharfabad_4_bed_dd_portion_for_sale_at_sharfabad-52795860-313-1.html,,
KAR-0243,Karachi,Gulshan-e-Iqbal - Block 13-D2,House,Sale,10,7,1800,1800.0,86000000,8.60 crore,Private / Unknown,False,"G+2 HOUSE FOR SALE IN GULSHAN E IQBAL 13/D2 in Gulshan-e-Iqbal - Block 13-D2, Gulshan-e-Iqbal · 10 bed · 7 bath · 200 Sq. Yd.",https://www.zameen.com/Property/gulshan_e_iqbal_gulshan-e-iqbal_-_block_13-d2_g_2_house_for_sale_in_gulshan_e_iqbal_13_d2-54783949-8885-1.html,,
KAR-0244,Karachi,Bath Island,Plot,Sale,3,4,1800,1800.0,52500000,5.25 crore,Private / Unknown,False,"3-Bedroom Drawing Apartment For Sale In Bath Island: This Small Complex Features A Total Of Four Apartments, With A Basement Parking Area For Two Cars And A Servant Quarter. in Bath Island, Karachi · 3 bed · 4 bath · 200 Sq. Yd.",https://www.zameen.com/Property/karachi_bath_island_3-bedroom_drawing_apartment_for_sale_in_bath_island_this_small_complex_features_a_total_of_four_apartments_with_a_basement_parking_area_for_two_cars_and_a_servant_quarter-51106056-198-1.html,basement|servant_quarter,plot_with_bedrooms
KAR-0245,Karachi,Navy Housing Scheme Karsaz,Flat,Sale,5,6,3501,3501.0,159000000,15.90 crore,Private / Unknown,False,"Apartment Available For Sale In NHS Karsaz Karachi in Navy Housing Scheme Karsaz, Karachi · 5 bed · 6 bath · 389 Sq. Yd.",https://www.zameen.com/Property/karachi_navy_housing_scheme_karsaz_apartment_available_for_sale_in_nhs_karsaz_karachi-53888517-11579-1.html,,
KAR-0246,Karachi,Navy Housing Scheme Karsaz,House,Sale,5,5,3150,3150.0,195000000,19.50 crore,Private / Unknown,False,"350 Square Yard Villa Available For Sale in NHS Karsaz Karachi in Navy Housing Scheme Karsaz, Karachi · 5 bed · 5 bath · 350 Sq. Yd.",https://www.zameen.com/Property/karachi_navy_housing_scheme_karsaz_350_square_yard_villa_available_for_sale_in_nhs_karsaz_karachi-53883959-11579-1.html,,
KAR-0247,Karachi,Naya Nazimabad - Block A,House,Sale,4,4,1080,1080.0,43500000,4.35 crore,Private / Unknown,False,"120 Square Yard House Near Entrance Naya Nazimabad in Naya Nazimabad - Block A, Naya Nazimabad · 4 bed · 4 bath · 120 Sq. Yd.",https://www.zameen.com/Property/naya_nazimabad_naya_nazimabad_-_block_a_120_square_yard_house_near_entrance_naya_nazimabad-54115825-14291-1.html,,
KAR-0248,Karachi,DHA Phase 8,House,Sale,6,7,4500,4500.0,277500000,27.75 crore,DHA,False,"Architectural Perfection Brand New 500 Yards Bungalow For Sale in DHA Phase 8 Karachi in DHA Phase 8, DHA Defence · 6 bed · 7 bath · 500 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_8_architectural_perfection_brand_new_500_yards_bungalow_for_sale_in_dha_phase_8_karachi-54415297-1485-1.html,brand_new,
KAR-0249,Karachi,DHA Phase 8,House,Sale,6,7,4500,4500.0,297500000,29.75 crore,DHA,False,"Designed To Inspire Modern Brand New 500 Yards Bungalow For Sale in DHA Phase 8 Karachi in DHA Phase 8, DHA Defence · 6 bed · 7 bath · 500 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_8_designed_to_inspire_modern_brand_new_500_yards_bungalow_for_sale_in_dha_phase_8_karachi-54447821-1485-1.html,brand_new,
KAR-0250,Karachi,DHA Phase 6,House,Sale,6,6,4500,4500.0,157500000,15.75 crore,DHA,False,"Bungalow For Sale in DHA Phase 6, DHA Defence · 6 bed · 6 bath · 500 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_6_bungalow_for_sale-53978493-1483-1.html,,
KAR-0251,Karachi,PECHS Block 2,House,Sale,10,6,5400,5400.0,200000000,20.00 crore,Private / Unknown,False,"Get Your Dream Prime Location House In PECHS Block 2 Karachi in PECHS Block 2, PECHS · 10 bed · 6 bath · 600 Sq. Yd.",https://www.zameen.com/Property/pechs_pechs_block_2_get_your_dream_prime_location_house_in_pechs_block_2_karachi-54698810-6933-1.html,,
KAR-0252,Karachi,PECHS Block 2,Portion,Sale,3,3,1485,1485.0,32500000,3.25 crore,Private / Unknown,False,"Ready To sale A Prime Location Upper Portion 1485 Square Feet In PECHS Block 2 Karachi in PECHS Block 2, PECHS · 3 bed · 3 bath · 165 Sq. Yd.",https://www.zameen.com/Property/pechs_pechs_block_2_ready_to_sale_a_prime_location_upper_portion_1485_square_feet_in_pechs_block_2_karachi-54698844-6933-1.html,,
KAR-0253,Karachi,PECHS Block 2,Portion,Sale,3,3,1485,1485.0,31500000,3.15 crore,Private / Unknown,False,"Prime Location Upper Portion Of 1485 Square Feet For sale In PECHS Block 2 in PECHS Block 2, PECHS · 3 bed · 3 bath · 165 Sq. Yd.",https://www.zameen.com/Property/pechs_pechs_block_2_prime_location_upper_portion_of_1485_square_feet_for_sale_in_pechs_block_2-54698874-6933-1.html,,
KAR-0254,Karachi,Emaar Crescent Bay,Flat,Sale,2,3,1485,1485.0,52699999,5.27 crore,DHA,False,"CHANCE DEAL BRAND NEW 2 BED SEA FACING APARTMENT AVAILABLE FOR SALE | PANORAMA in Emaar Crescent Bay, DHA Phase 8 · 2 bed · 3 bath · 165 Sq. Yd.",https://www.zameen.com/Property/dha_phase_8_emaar_crescent_bay_chance_deal_brand_new_2_bed_sea_facing_apartment_available_for_sale_panorama-54773390-8503-1.html,sea_facing|brand_new,
KAR-0255,Karachi,DHA Phase 5,Flat,Sale,3,4,2304,2304.0,70000000,7.00 crore,DHA,False,"SEA VIEW APARTMENT FOR SALE IN DHA PHASE 5, KARACHI in DHA Phase 5, DHA Defence · 3 bed · 4 bath · 256 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_5_sea_view_apartment_for_sale_in_dha_phase_5_karachi-54515669-1482-1.html,sea_facing,
KAR-0256,Karachi,Zamzama Commercial Area,Commercial,Sale,2,2,900,900.0,12500000,1.25 crore,DHA,False,"Flat For Sale in Zamzama Commercial Area, DHA Phase 5 · 2 bed · 2 bath · 100 Sq. Yd.",https://www.zameen.com/Property/dha_phase_5_zamzama_commercial_area_flat_for_sale-54763835-8486-1.html,,
KAR-0257,Karachi,DHA Phase 6,House,Sale,4,4,6183,6183.0,245000000,24.50 crore,DHA,False,"Old House For Sale in DHA Phase 6, DHA Defence · 4 bed · 4 bath · 687 Sq. Yd.",https://www.zameen.com/Property/dha_defence_dha_phase_6_old_house_for_sale-54769979-1483-1.html,,
KAR-0258,Karachi,Bukhari Commercial Area,Commercial,Sale,2,2,900,900.0,27000000,2.70 crore,DHA,False,"Flat For Sale Bukhari Commercial in Bukhari Commercial Area, DHA Phase 6 · 2 bed · 2 bath · 100 Sq. Yd.",https://www.zameen.com/Property/dha_phase_6_bukhari_commercial_area_flat_for_sale_bukhari_commercial-54770084-6674-1.html,,
KAR-0259,Karachi,Bufferzone - Sector 15-A/5,Flat,Sale,2,2,954,954.0,12500000,1.25 crore,Private / Unknown,False,"flat for sale in Bufferzone - Sector 15-A/5, Buffer Zone · 2 bed · 2 bath · 106 Sq. Yd.",https://www.zameen.com/Property/buffer_zone_bufferzone_-_sector_15-a_5_flat_for_sale-54783643-8955-1.html,,
KAR-0260,Karachi,Clifton - Block 1,Flat,Sale,2,2,1197,1197.0,19000000,1.90 crore,Private / Unknown,False,"Brand New Apartment Available For Sale At Cliftonia Apartments Block 1 in Clifton - Block 1, Clifton · 2 bed · 2 bath · 133 Sq. Yd.",https://www.zameen.com/Property/clifton_clifton_-_block_1_brand_new_apartment_available_for_sale_at_cliftonia_apartments_block_1-53934412-1663-1.html,brand_new,
KAR-0261,Karachi,Bath Island,Plot,Sale,3,4,2403,2403.0,55000000,5.50 crore,Private / Unknown,False,"9th Avenue Brand New 3 Bedrooms Apartment With Private Lift Access To The Apartment Near To Completion in Bath Island, Karachi · 3 bed · 4 bath · 267 Sq. Yd.",https://www.zameen.com/Property/karachi_bath_island_9th_avenue_brand_new_3_bedrooms_apartment_with_private_lift_access_to_the_apartment_near_to_completion-28461624-198-1.html,lift|brand_new,plot_with_bedrooms
